timestamp, index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/02/13 06:10:24.408, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:10:34.409, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:10:44.411, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:10:54.413, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:11:04.417, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:11:14.418, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:11:24.420, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:11:34.421, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:11:44.423, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:11:54.426, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:12:04.427, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:12:14.428, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:12:24.433, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:12:34.437, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:12:44.438, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:12:54.444, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:13:04.447, 0, Tesla V100S-PCIE-32GB, 31 %, 472 MiB, 32768 MiB
2026/02/13 06:13:14.449, 0, Tesla V100S-PCIE-32GB, 31 %, 472 MiB, 32768 MiB
2026/02/13 06:13:24.450, 0, Tesla V100S-PCIE-32GB, 31 %, 472 MiB, 32768 MiB
2026/02/13 06:13:34.457, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:13:44.461, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:13:54.462, 0, Tesla V100S-PCIE-32GB, 31 %, 472 MiB, 32768 MiB
2026/02/13 06:14:04.465, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:14:14.466, 0, Tesla V100S-PCIE-32GB, 22 %, 472 MiB, 32768 MiB
2026/02/13 06:14:24.468, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:14:34.469, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:14:44.471, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:14:54.473, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:15:04.479, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:15:14.480, 0, Tesla V100S-PCIE-32GB, 44 %, 472 MiB, 32768 MiB
2026/02/13 06:15:24.487, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:15:34.488, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:15:44.492, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:15:54.494, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:16:04.495, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:16:14.500, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:16:24.503, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:16:34.504, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:16:44.506, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:16:54.507, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:17:04.508, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:17:14.510, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:17:24.512, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:17:34.515, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:17:44.516, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:17:54.522, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:18:04.523, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:18:14.525, 0, Tesla V100S-PCIE-32GB, 41 %, 472 MiB, 32768 MiB
2026/02/13 06:18:24.526, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:18:34.527, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:18:44.529, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:18:54.535, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:19:04.543, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:19:14.545, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:19:24.546, 0, Tesla V100S-PCIE-32GB, 45 %, 472 MiB, 32768 MiB
2026/02/13 06:19:34.549, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:19:44.550, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:19:54.553, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:20:04.555, 0, Tesla V100S-PCIE-32GB, 26 %, 472 MiB, 32768 MiB
2026/02/13 06:20:14.557, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:20:24.559, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:20:34.561, 0, Tesla V100S-PCIE-32GB, 31 %, 472 MiB, 32768 MiB
2026/02/13 06:20:44.562, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:20:54.567, 0, Tesla V100S-PCIE-32GB, 31 %, 472 MiB, 32768 MiB
2026/02/13 06:21:04.571, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:21:14.576, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:21:24.578, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:21:34.580, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:21:44.586, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:21:54.588, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:22:04.594, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:22:14.596, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:22:24.602, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:22:34.603, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:22:44.613, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:22:54.614, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:23:04.618, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:23:14.624, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:23:24.625, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:23:34.627, 0, Tesla V100S-PCIE-32GB, 44 %, 472 MiB, 32768 MiB
2026/02/13 06:23:44.628, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:23:54.629, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:24:04.631, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:24:14.633, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:24:24.637, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:24:34.642, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:24:44.644, 0, Tesla V100S-PCIE-32GB, 23 %, 472 MiB, 32768 MiB
2026/02/13 06:24:54.646, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:25:04.651, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:25:14.652, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:25:24.654, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:25:34.656, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:25:44.658, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:25:54.659, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:26:04.661, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:26:14.664, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:26:24.668, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:26:34.671, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:26:44.672, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:26:54.674, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:27:04.675, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:27:14.677, 0, Tesla V100S-PCIE-32GB, 28 %, 472 MiB, 32768 MiB
2026/02/13 06:27:24.679, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:27:34.683, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:27:44.685, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:27:54.690, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:28:04.691, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:28:14.695, 0, Tesla V100S-PCIE-32GB, 29 %, 472 MiB, 32768 MiB
2026/02/13 06:28:24.697, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:28:34.699, 0, Tesla V100S-PCIE-32GB, 24 %, 472 MiB, 32768 MiB
2026/02/13 06:28:44.700, 0, Tesla V100S-PCIE-32GB, 30 %, 472 MiB, 32768 MiB
2026/02/13 06:28:54.702, 0, Tesla V100S-PCIE-32GB, 44 %, 472 MiB, 32768 MiB
